S. No,Br. No ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
985,3079,23-Jul-15,73498,Emd and SD,EMD and SD,Subharaju S Chiluvuri,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ ¥Á°PÀAiÉÄ DªÀgÀtzÀ°ègÀÄªÀ f.©. «ÄĂnAUï ºÁ®Uï §tÚ ºÀaÑ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.,Refund of EMD Rs 2300.00 Regarding Muncipal Bulding work At HDMC Hubli Division in ward no 47,24-Jul-15,2300,25-Jul-15,2300
986,3062,23-Jul-15,73598,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ ¥Á°PÉAiÀÄ DªÀgÀtzÀ°ègÀÄªÀ alÖUÀÄ¦à D¸ÀàvÀæAiÉÄ ¥ÀæªÉĂ±À zÁégÀzÀ°è UÉĂl C¼ÀªÀr¹ »A¨ÁUÀzÀ°è PÀA¥ËAqÀ PÀlÄÖªÀÅzÀÄ.,Refund of SD Rs 3894.00,24-Jul-15,3894,25-Jul-15,3894
987,3063,23-Jul-15,73597,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ ¥Á°PÉAiÀÄ DªÀgÀtzÀ°ègÀÄªÀ alÖUÀÄ¦à D¸ÀàvÀæAiÉÄ ¥ÀæªÉĂ±À zÁégÀzÀ°è UÉĂl C¼ÀªÀr¹ »A¨ÁUÀzÀ°è PÀA¥ËAqÀ PÀlÄÖªÀÅzÀÄ.,Refund of EMD Rs 2000.00,24-Jul-15,2000,25-Jul-15,2000
988,3066,23-Jul-15,73600,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ PÉĂ±Áé¥ÀÆgÀzÀ°ègÀÄªÀ ¥Á°PÉAiÀÄ ¹nJ¸ï. £ÀA 4553© eÁUÉUÉ PÀA¥ËAqÀ UÉÆĂqÉ PÀlÄÖªÀÅzÀÄ.,Refund of SD Rs 4806.00,24-Jul-15,4806,25-Jul-15,4806
989,3064,23-Jul-15,73599,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ PÉĂ±Áé¥ÀÆgÀzÀ°ègÀÄªÀ ¥Á°PÉAiÀÄ ¹nJ¸ï. £ÀA 4553© eÁUÉUÉ PÀA¥ËAqÀ UÉÆĂqÉ PÀlÄÖªÀÅzÀÄ.,Refund of EMD Rs 2410.00,24-Jul-15,2410,25-Jul-15,2410
990,3071,23-Jul-15,73595,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÀqï £ÀA 47 gÀ°è ¯Áå«ÄAUÀÖ£ï ±Á¯ÉAiÀÄ DªÀgÀtzÀ°è  UÀAqÀ¸ÀjUÉ vÁvÁ̀°PÀ ¸Áß£ÀzÀ UÀÈºÀUÀ¼À£ÀÄß ¤«Äđ¸ÀÄªÀÅzÀÄ.,Refund of SD Rs 4437.00,24-Jul-15,4437,25-Jul-15,4437
991,3069,23-Jul-15,73593,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÀqï £ÀA 47 gÀ°è ¯Áå«ÄAUÀÖ£ï ±Á¯ÉAiÀÄ DªÀgÀtzÀ°è  UÀAqÀ¸ÀjUÉ vÁvÁ̀°PÀ ¸Áß£ÀzÀ UÀÈºÀUÀ¼À£ÀÄß ¤«Äđ¸ÀÄªÀÅzÀÄ.,Refund of EMD Rs 2300.00,24-Jul-15,2300,25-Jul-15,2300
992,3067,23-Jul-15,73603,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÀqï £ÀA 47 gÀ°è ¯Áå«ÄAUÀÖ£ï ±Á¯ÉAiÀÄ DªÀgÀtzÀ°è  ºÉAUÀ¸ÀjUÉ vÁvÁ̀°PÀ s¸Áß£ÀzÀ UÀÈºÀUÀ¼À£ÀÄß ¤«Äđ¸ÀÄªÀÅzÀÄ.,Refund of SD of Rs 4437.000,24-Jul-15,4437,25-Jul-15,4437
993,3068,23-Jul-15,73602,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ.«.ªÀqï £ÀA 47 gÀ°è ¯Áå«ÄAUÀÖ£ï ±Á¯ÉAiÀÄ DªÀgÀtzÀ°è  ºÉAUÀ¸ÀjUÉ vÁvÁ̀°PÀ ¸Áß£ÀzÀ UÀÈºÀUÀ¼À£ÀÄß ¤«Äđ¸ÀÄªÀÅzÀÄ.,Refund of EMD Rs 2300.00,24-Jul-15,2300,25-Jul-15,2300
994,3073,23-Jul-15,73499,Emd and SD,EMD and SD,Namazi Mohammedabrar Madarsab,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ ¥Á°PÉAiÀÄ DªÀgÀtzÀ°ègÀªÀÅ ¸À¨sÁ£ÁAiÀÄPÀgÀ ºÁUÀÆ DgÉÆĂUÀå PÀ«ÄĂn CzsÀåPÀëgÀ PÀZÉĂjUÀ¼À zÀÄgÀ¹Ü PÀÄjvÀÄ.,Refund of SD Rs 4935.00 Regarding Muncipal Building work in ward 47 hubli division,24-Jul-15,4935,25-Jul-15,4935
995,3072,23-Jul-15,73555,Emd and SD,EMD and SD,Namazi Mohammedabrar Madarsab,ºÀÄ.«.ªÁqÀđ £ÀA 47 gÀ ¥Á°PÉAiÀÄ DªÀgÀtzÀ°ègÀªÀÅ ¸À¨sÁ£ÁAiÀÄPÀgÀ ºÁUÀÆ DgÉÆĂUÀå PÀ«ÄĂn CzsÀåPÀëgÀ PÀZÉĂjUÀ¼À zÀÄgÀ¹Ü PÀÄjvÀÄ.,Refund of EMD Rs 2500.00Regarding Muncipal Building work in ward 47 hubli division,24-Jul-15,2500,25-Jul-15,2500
996,3651,11-Aug-15,73718,Emd and SD,EMD and SD,Joshi V.B.,J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj. 7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ §¸ÀªÉĂ±ÀégÀ£ÀUÀgÀ ºÁUÀÆ «ªÉĂPÁ£ÀAzÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀzÀÄ.,SD bill of Zonal No.07 Repair of MHC at ward no: 36 Basveshwarnagar & Vivekandanagar,17-Aug-15,1022,27-Aug-15,1022
997,3652,11-Aug-15,73716,Emd and SD,EMD and SD,Joshi V.B.,E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj. 7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ §¸ÀªÉĂ±ÀégÀ£ÀUÀgÀ ºÁUÀÆ «ªÉĂPÁ£ÀAzÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀzÀÄ.,EMD bill of Zonal No.07 Repair of MHC at ward no: 36 Basveshwarnagar & Vivekandanagar,17-Aug-15,515,27-Aug-15,515
998,3653,11-Aug-15,73707,Emd and SD,EMD and SD,Joshi V.B.,"J¸ï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.40gÀ ªÀÄAiÀÄÆj UÁqÀđ£À, qÁ®¸Àđ PÁ®¤ ºÁUÀÆ eÉ.¦.£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀzÀÄ.","SD bill of Repair of MHC at ward no: 40 Myuri garden, Dollars colony & J P Nagar.",17-Aug-15,1014,27-Aug-15,1014
999,3654,11-Aug-15,73705,Emd and SD,EMD and SD,Joshi V.B.,"E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj. 7gÀ ºÀÄ. «. ªÁ. £ÀA.40gÀ ªÀÄAiÀÄÆj UÁqÀđ£À, qÁ®¸Àđ PÁ®¤ ºÁUÀÆ eÉ.¦.£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀzÀÄ. ªÁqÀđ ¥sÀAqÀ 2.00®PÀë","EMD bill of Repair of MHC at ward no: 40 Myuri garden, Dollars colony & J P Nagar. Ward fund 2.00L",17-Aug-15,515,27-Aug-15,515
1000,3647,11-Aug-15,73704,Emd and SD,EMD and SD,Joshi V.B.,J¸ï. r ªÉÆvÀÛ ºÀÄ.«.ªÁ.£ÀA. 36gÀ gÀ«£ÀUÀgÀ ªÀÄvÀÄÛ gÉĂtÄPÁ£ÀUÀgÀzÀ°è ZÉA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ.,"SD bill of Repair Chamber Ravinagar and Renukanagar, In Ward No. 36, HDMC.",17-Aug-15,506,27-Aug-15,506
1001,3648,11-Aug-15,73703,Emd and SD,EMD and SD,Joshi V.B.,E.JªÀiï. r ªÉÆvÀÛ ºÀÄ.«.ªÁ.£ÀA. 36gÀ gÀ«£ÀUÀgÀ ªÀÄvÀÄÛ gÉĂtÄPÁ£ÀUÀgÀzÀ°è ZÉA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ.,"EMD bill of Repair Chamber Ravinagar and Renukanagar, In Ward No. 36, HDMC.",17-Aug-15,260,27-Aug-15,260
1002,3655,11-Aug-15,73730,Emd and SD,EMD and SD,Joshi V.B.,E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÁªÀÄPÀÈµÀÚ£ÀUÀgÀ ²æĂ. eÉÊ£À ªÀÄA¢gÀ ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ ºÁUÀÆ ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ.,EMD bill of MHC repair laying of UGD line at ward no. 36 Ramkrishna nagar near Shri. Jain temple.,17-Aug-15,640,27-Aug-15,640
1003,3656,11-Aug-15,73731,Emd and SD,EMD and SD,Joshi V.B.,J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÁªÀÄPÀÈµÀÚ£ÀUÀgÀ ²æĂ. eÉÊ£À ªÀÄA¢gÀ ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ ºÁUÀÆ ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ.,SD bill of MHC repair laying of UGD line at ward no. 36 Ramkrishna nagar near Shri. Jain temple.,17-Aug-15,1241,27-Aug-15,1241
1004,3673,11-Aug-15,73724,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÉĂtÄPÁ£ÀUÀgÀ ºÁUÀÆ ¸ÀgÀ¸Àéw¥ÀÄgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,SD bill of Zonal No.07 MHC repair at ward no. 36 Renuka Nagar & Sarswatipur.,17-Aug-15,2078,27-Aug-15,2078
1005,3674,11-Aug-15,73723,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÉĂtÄPÁ£ÀUÀgÀ ºÁUÀÆ ¸ÀgÀ¸Àéw¥ÀÄgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,EMD bill of Zonal No.07 MHC repair at ward no. 36 Renuka Nagar & Sarswatipur.,17-Aug-15,1040,27-Aug-15,1040
1006,3659,11-Aug-15,73726,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.38 £ÉºÀgÀÄ£ÀUÀgÀ UÀt¥Àw UÀÄr gÀ¸ÉÛAiÀÄ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ ¹®égÀmË£ÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,SD bill of In HDMC Ward No.38 Providing New MHC at Nehru Nagar Ganapati Gudi & Repairs to MHC at Silver Twon,17-Aug-15,1235,27-Aug-15,1235
1007,3660,11-Aug-15,73725,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.38 £ÉºÀgÀÄ£ÀUÀgÀ UÀt¥Àw UÀÄr gÀ¸ÉÛAiÀÄ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ ¹®égÀmË£ÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,EMD bill of In HDMC Ward No.38 Providing New MHC at Nehru Nagar Ganapati Gudi & Repairs to MHC at Silver Twon,17-Aug-15,625,27-Aug-15,625
1008,3661,11-Aug-15,73729,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.37gÀ £ÀAzÀUÉÆĂPÀÄ®zÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀÅzÀÄ,SD bill of Providing UGD line in HDMC ward No.37 at Nanadgokul,17-Aug-15,1040,27-Aug-15,1040
1009,3662,11-Aug-15,73727,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.37gÀ £ÀAzÀUÉÆĂPÀÄ®zÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀÅzÀÄ,EMD bill of Providing UGD line in HDMC ward No.37 at Nanadgokul,17-Aug-15,565,27-Aug-15,565
1010,3663,11-Aug-15,73732,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.37gÀ vÁjºÁ¼À L£ÁgÀ ªÀÄ£É ºÁUÀÆ £ÀAzÀUÉÆĂPÀÄ®zÀ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ.,SD bill of MHC repair work at Tarihal Iynar house & Nandgokul in ward no.37,17-Aug-15,1192,27-Aug-15,1192
1011,3664,11-Aug-15,73733,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.37gÀ vÁjºÁ¼À L£ÁgÀ ªÀÄ£É ºÁUÀÆ £ÀAzÀUÉÆĂPÀÄ®zÀ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ.,EMD bill of MHC repair work at Tarihal Iynar house & Nandgokul in ward no.37,17-Aug-15,600,27-Aug-15,600
1012,3657,11-Aug-15,73709,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.37gÀ UÉÆĂPÀÄzÀ°èAiÀÄ ºÀ£ÀÄªÀÄAvÀ zÉĂªÀgÀºÀÄr NtÂAiÀÄ°è ZÉA§gÀ zÀÄgÀ¹ÛUÉÆ½¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,SD bill of Repairs to MHC & Providing FRC cover in HDMC ward No.37 at Hanmmath Temple Street Gokul,17-Aug-15,1216,27-Aug-15,1216
1013,3658,11-Aug-15,73708,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.37gÀ UÉÆĂPÀÄzÀ°èAiÀÄ ºÀ£ÀÄªÀÄAvÀ zÉĂªÀgÀUÀÄr NtÂAiÀÄ°è ZÉA§gÀ zÀÄgÀ¹ÛUÉÆ½¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,EMD bill of Repairs to MHC & Providing FRC cover in HDMC ward No.37 at Hanmmath Temple Street Gokul,17-Aug-15,630,27-Aug-15,630
1014,3669,11-Aug-15,73713,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,"J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ £ÉºÀgÀÆ£ÀUÀgÀ, ®QëöäĂ ¥ÁPÀđ ºÁUÀÆ ""ªÉĂPÁ£ÀAzÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.","SD bill of Zonal No.07 MHC repair at ward no. 36 Neharu Nagar, Laxmi park & Vivekanand nagar.",17-Aug-15,1375,27-Aug-15,1375
1015,3670,11-Aug-15,73712,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,"E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ £ÉºÀgÀÆ£ÀUÀgÀ, ®QëöäĂ ¥ÁPÀđ ºÁUÀÆ «ªÉĂPÁ£ÀAzÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.","EMD bill of Zonal No.07 MHC repair at ward no. 36 Neharu Nagar, Laxmi park & Vivekanand nagar.",17-Aug-15,690,27-Aug-15,690
1016,3667,11-Aug-15,73711,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÀ«£ÀUÀgÀ ºÁUÀÆ §¸ÀªÉĂ±ÀégÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,SD bill of Zonal No.07 MHC repair at ward no. 36 Ravinagar & Basaveshwar nagar,17-Aug-15,1025,27-Aug-15,1025
1017,3668,11-Aug-15,73710,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÀ«£ÀUÀgÀ ºÁUÀÆ §¸ÀªÉĂ±ÀégÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,EMD bill of Zonal No.07 MHC repair at ward no. 36 Ravinagar & Basaveshwar nagar,17-Aug-15,520,27-Aug-15,520
1018,3665,11-Aug-15,73715,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÀ«£ÀUÀgÀ ¹. L. n. © ¥ÁèlzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,SD bill of Zonal No.07 MHC repair at ward no. 36 Ravinagar C.I.T.B plot.,17-Aug-15,1913,27-Aug-15,1913
1019,3666,11-Aug-15,73714,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÀ«£ÀUÀgÀ ¹. L. n. © ¥ÁèlzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,EMD bill of Zonal No.07 MHC repair at ward no. 36 Ravinagar C.I.T.B plot.,17-Aug-15,960,27-Aug-15,960
1020,3671,11-Aug-15,73722,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,J¸ï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÁªÀÄPÀÈµÀÚ£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,SD bill of Zonal No.07 Laying of UGD line at ward no. 36 Ramkrishna nagar.,17-Aug-15,1086,27-Aug-15,1086
1021,3672,11-Aug-15,73721,Emd and SD,EMD and SD,Kilarimath Gururaj Irayya,E.JªÀiï. r ªÉÆvÀÛ ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.36gÀ gÁªÀÄPÀÈµÀÚ£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,EMD bill of Zonal No.07 Laying of UGD line at ward no. 36 Ramkrishna nagar.,17-Aug-15,525,27-Aug-15,525
1022,3640,11-Aug-15,74029,Emd and SD,EMD and SD,Goudar Ashok D,ºÀÄ.« ªÁ.£ÀA.59 gÀ ¥ÀqÀzÀAiÀÄå£À ºÀPÀ̀®zÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ªÀiÁUÀđ ºÁPÀÄªÀÅzÀÄ ºÁUÀÆ M¼ÀZÀgÀAr ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀÅzÀÄ,Construction of UGD chamber and UGD pipeline at Padadayyana hakkal of W.No.59,17-Aug-15,2142,27-Aug-15,2142
1023,3641,11-Aug-15,74028,Emd and SD,EMD and SD,Goudar Ashok D,ºÀÄ.« ªÁ.£ÀA.59 gÀ ¥ÀqÀzÀAiÀÄå£À ºÀPÀ̀®zÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ªÀiÁUÀđ ºÁPÀÄªÀÅzÀÄ ºÁUÀÆ M¼ÀZÀgÀAr ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀÅzÀÄ,Construction of UGD chamber and UGD pipeline at Padadayyana hakkal of W.No.59,17-Aug-15,1100,27-Aug-15,1100
1024,3636,11-Aug-15,74031,Emd and SD,EMD and SD,Goudar Ashok D,"ºÀÄ.« ªÁ.£ÀA.59 gÀ PÉÆĂ¼ÉĂPÀgÀ ¥Áèl ºÀwÛgÀ ºÁUÀÆ EA¢gÁ£ÀUÀgÀ, ºÀÆUÁgÀ ¥Áèl ºÀwÛgÀ £Á¯Á UÉÆĂqÉ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ","Repairing Nala wall near Kolekar plot and Indiranagar, near Hugar plot of W.No.59",17-Aug-15,4462,27-Aug-15,4462
1025,3637,11-Aug-15,74030,Emd and SD,EMD and SD,Goudar Ashok D,"ºÀÄ.« ªÁ.£ÀA.59 gÀ PÉÆĂ¼ÉĂPÀgÀ ¥Áèl ºÀwÛgÀ ºÁUÀÆ EA¢gÁ£ÀUÀgÀ, ºÀÆUÁgÀ ¥Áèl ºÀwÛgÀ £Á¯Á UÉÆĂqÉ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ","Repairing Nala wall near Kolekar plot and Indiranagar, near Hugar plot of W.No.59",17-Aug-15,2400,27-Aug-15,2400
1026,3638,11-Aug-15,74026,Emd and SD,EMD and SD,Goudar Ashok D,ºÀÄ.« ªÁ.£ÀA.59 gÀ ¥ÀqÀzÀAiÀÄå£À ºÀPÀ̀® ZÀÄgÀÄªÀÄj ¨sÀnÖ gÀ¸ÉÛAiÀÄ°è Dgï.¹.¹. UÀmÁgÀ zÀÄgÀ¹Ü ªÀiÁr ¸Áèöå¨ï ºÁPÀÄªÀÅzÀÄ,Repairing and slab to R.C.C. drain at Padadayyana hakkal Churumari Bhatti road of W.No.59,17-Aug-15,1937,27-Aug-15,1937
1027,3639,11-Aug-15,74025,Emd and SD,EMD and SD,Goudar Ashok D,ºÀÄ.«. ªÁ.£ÀA.59 gÀ ¥ÀqÀzÀAiÀÄå£À ºÀPÀ̀® ZÀÄgÀÄªÀÄj ¨sÀnÖ gÀ¸ÉÛAiÀÄ°è Dgï.¹.¹. UÀmÁgÀ zÀÄgÀ¹Ü ªÀiÁr ¸Áèöå¨ï ºÁPÀÄªÀÅzÀÄ,Repairing and slab to R.C.C. drain at Padadayyana hakkal Churumari Bhatti road of W.No.59,17-Aug-15,1000,27-Aug-15,1000
1028,3770,14-Aug-15,74063,Emd and SD,EMD and SD,Ghodke Venkatesh Arjun,ºÀÄ.«.ªÁ.£ÀA 44 gÀ CgÀ«AzÀ £ÀUÀgÀ PÁgÀªÁgÀ gÀ¸ÉÛ ZÉA§gÀUÀ¼À£ÀÄß JvÀÛj¹  PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,--------------------------------------,17-Aug-15,350,27-Aug-15,350
1029,3769,14-Aug-15,74064,Emd and SD,EMD and SD,Ghodke Venkatesh Arjun,ºÀÄ.«.ªÁ.£ÀA 44 gÀ CgÀ«AzÀ £ÀUÀgÀ PÁgÀªÁgÀ gÀ¸ÉÛ ZÉA§gÀUÀ¼À£ÀÄß JvÀÛj¹  PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,----------------------------------------,17-Aug-15,683,27-Aug-15,683
1030,3765,14-Aug-15,74062,Emd and SD,EMD and SD,Ghodke Venkatesh Arjun,ºÀÄ « ªÁqÀđ £ÀA 44 ªÉÆ«Ä£À ¥Áèl ªÀÄÄRå gÀ¸ÉÛAiÀÄ JqÀ¢AiÀÄ°ègÀÄªÀ vÉgÉzÀ ZÀgÀAr zÀÄgÀ¸ÉÛ ªÀiÁqÀÄªÀÅzÀÄ,-------------------------------------------,17-Aug-15,4353,27-Aug-15,4353
1031,3766,14-Aug-15,74061,Emd and SD,EMD and SD,Ghodke Venkatesh Arjun,ºÀÄ « ªÁqÀđ £ÀA 44 ªÉÆ«Ä£À ¥Áèl ªÀÄÄRå gÀ¸ÉÛAiÀÄ JqÀ¢AiÀÄ°ègÀÄªÀ vÉgÉzÀ ZÀgÀAr zÀÄgÀ¸ÉÛ ªÀiÁqÀÄªÀÅzÀÄ,-------------------------------------------------------,17-Aug-15,2500,27-Aug-15,2500
1032,3767,14-Aug-15,74066,Emd and SD,EMD and SD,Ghodke Venkatesh Arjun,ºÀÄ «  ªÁqÀđ £ÀA 44gÀ°è ¦.© gÀ¸ÉÛAiÀÄ°è ºÉÆ¸À ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ ZÉĂA§gÀ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,--------------------------------------------------------------,17-Aug-15,1115,27-Aug-15,1115
1033,3768,14-Aug-15,74065,Emd and SD,EMD and SD,Ghodke Venkatesh Arjun,ºÀÄ « ªÁqÀđ £ÀA 44 gÀ°è ¦.© gÀ¸ÉÛAiÀÄ°è ºÉÆ¸À ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ ZÉĂA§gÀ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,-------------------------------------,17-Aug-15,560,27-Aug-15,560
